SK_ID_CURR,TARGET
100001,0.06505115350365899
100005,0.1264008628620721
100013,0.0812388348175381
100028,0.06150936361445509
100038,0.1283076432624614
100042,0.055893562654302606
100057,0.08303505659957822
100065,0.12547014945404755
100066,0.050359062441853036
100067,0.10329456967704863
100074,0.06324561358749248
100090,0.11512749959390196
100091,0.11715822104511232
100092,0.09810110738049091
100106,0.15582105555336911
100107,0.11181272003296602
100109,0.09856982364431124
100117,0.07621643925456385
100128,0.07349350185004867
100141,0.08792808085047804
100150,0.07549698001080198
100168,0.0649948468652681
100169,0.044324958226132326
100170,0.08690339091889712
100171,0.09982796639888074
100172,0.12153726652090688
100184,0.07391717210447457
100187,0.06173908150778883
100212,0.08580741486609235
100222,0.08476303380360346
100223,0.06309495139766638
100232,0.07324641756621235
100241,0.14118941603018167
100245,0.07944665703269002
100253,0.06144341107720482
100256,0.0945055225006066
100271,0.05483319047297365
100278,0.10646984965464187
100280,0.07066897821557809
100306,0.15388845599462242
100311,0.10708583173122707
100312,0.0635420641177886
100330,0.07495907404325676
100331,0.08947734436037078
100352,0.09284457873378961
100358,0.09300646295957904
100367,0.08562889481562194
100382,0.08528106471159597
100384,0.07421528114337468
100385,0.11568043013464611
100386,0.09037798935695132
100399,0.07180169163277553
100404,0.06926376142877252
100416,0.07177980818878776
100422,0.12102744691321068
100426,0.0794346542050855
100438,0.06845415904714301
100444,0.11472582332051413
100445,0.12338752376867879
100446,0.11718791412933058
100447,0.06484685933662429
100450,0.07368489794081402
100466,0.08577776882932904
100483,0.07288528331888565
100484,0.052560838077373696
100494,0.08403868913148663
100510,0.1255061236427396
100512,0.05955091684647275
100517,0.06955169980080028
100548,0.0583637054074332
100551,0.07007066447882383
100552,0.1256188788202177
100553,0.08592070699338522
100561,0.09290545248633339
100568,0.12349820383732119
100569,0.06932599505218806
100591,0.09532500450649677
100592,0.04786700047993434
100602,0.10761530978210718
100607,0.0791573375212147
100613,0.08342402592094025
100617,0.07819070190652501
100618,0.09140864410334718
100622,0.16354194746655257
100625,0.12431263176237188
100677,0.08352778474211338
100699,0.0767066057291197
100702,0.13677986299869774
100711,0.08414673212557176
100729,0.13700498689615476
100740,0.1181603328716477
100744,0.1048265472005228
100745,0.10250459482496345
100747,0.10006022563221784
100751,0.11105572463681837
100752,0.08554727492674791
100753,0.14571359597809902
100754,0.09584956063196272
100760,0.10778869724450371
100762,0.09414765932663514
100763,0.07689646213231562
100765,0.07605647559910426
100770,0.10165115911132185
100772,0.08600916255940491
100777,0.08513413574717515
100791,0.06889436622965482
100792,0.05947658166287276
100797,0.08817675375476751
100823,0.0945128169619222
100826,0.09202204145795942
100830,0.06687916893389162
100836,0.13168645541781843
100872,0.08325691765578383
100910,0.08810221959395798
100913,0.05843467780953755
100918,0.07937864673538467
100931,0.0551474718490242
100952,0.11949028480529325
100953,0.1017295423941372
100965,0.10498516324440436
100970,0.08125807408719696
100982,0.12076705043209852
100983,0.08480641018997769
100984,0.06855209535901982
100987,0.11510383336707546
100997,0.0912156706573603
100998,0.13140932190681165
101002,0.09746583153356295
101005,0.13453438709951485
101008,0.1205359339427793
101020,0.09440688168206648
101021,0.09105592060098767
101024,0.09414318667965509
101025,0.12711103422962244
101026,0.09416244449873674
101031,0.08579609370327185
101041,0.0572168179844415
101051,0.06411509120527614
101055,0.08877760222898101
101056,0.13112088317061926
101057,0.10187608479978899
101064,0.07281106654750835
101079,0.07948754488696332
101087,0.08834801209149983
101090,0.06424746086440279
101092,0.09062466161434943
101097,0.09630861490977705
101099,0.055576930520801524
101107,0.08948925292336836
101118,0.09101263913059848
101125,0.09791544727678914
101126,0.08149108478468312
101128,0.09538579307817167
101136,0.1299700896699041
101140,0.10720188790181287
101149,0.07461143447731636
101160,0.08020977113151728
101169,0.11390470408143126
101181,0.07426691984170443
101186,0.05765661341740577
101190,0.09935317534686068
101193,0.11827633062849452
101194,0.08977073088165724
101198,0.09753728988346813
101200,0.07655872406535712
101204,0.09941226420334157
101211,0.08185972107005526
101213,0.08381076173089556
101223,0.0725910138807268
101225,0.09344779613202275
101237,0.075319441082824
101243,0.07945522275754172
101244,0.10902938959099735
101258,0.06844657332981623
101259,0.15467265681652964
101268,0.10278010414570832
101269,0.06505812947658028
101271,0.1122744301962909
101279,0.07017851485663784
101281,0.08675545030959658
101287,0.07470331555638916
101292,0.0919717029656125
101294,0.07760337849291882
101296,0.06648767601102713
101297,0.08110229421754489
101299,0.061484733927169015
101301,0.07602560222847993
101305,0.07619891274800909
101308,0.06827367638008103
101318,0.05586963792807132
101327,0.11159211858804333
101329,0.10362561142012638
101332,0.06396691855061874
101337,0.09168784393150166
101343,0.06388734144858887
101345,0.08158181306324622
101346,0.08891070555660716
101353,0.05328849619047397
101354,0.11075568545317838
101355,0.09436582916170355
101356,0.05658809081128681
101362,0.11095251812528785
101363,0.1255804576713101
101365,0.07995412028656325
101366,0.09505243984275774
101367,0.12163139249713463
101368,0.055688458735560775
101374,0.1243670999902816
101380,0.06018063163657515
101383,0.06512768652959436
101398,0.05287841078254087
101399,0.1335006367564898
101401,0.09513324466099017
101412,0.10100610108262872
101426,0.10497692887101161
101427,0.14243982129951324
101428,0.10161036787567977
101429,0.09574422878772064
101434,0.06867664445817599
101440,0.09161461578235239
101448,0.09507097994165097
101449,0.07985483516461528
101465,0.07580329546110771
101467,0.06605088216865992
101472,0.14702855123881356
101478,0.08041520275221417
101497,0.08472821055468172
101504,0.06458279545356031
101547,0.08596212803680245
101548,0.10034209614320339
101555,0.07559559617145484
101570,0.09253191541572024
