Id,SalePrice
1461,115107.82185241231
1462,162965.37054654464
1463,169773.1069155934
1464,187169.69546700837
1465,187232.77233376782
1466,170769.11764699494
1467,194020.05117666058
1468,164643.7333718623
1469,189207.3728230253
1470,118734.76549132858
1471,184811.2344451101
1472,102693.8964252026
1473,98076.78302146545
1474,143807.2395805463
1475,118063.41629553393
1476,343307.9505423401
1477,239671.47311939884
1478,286415.560164021
1479,280611.43719139934
1480,475733.24562900746
1481,301518.6418946381
1482,201488.64864557286
1483,172767.77689156737
1484,163371.5429713283
1485,194565.91294661714
1486,195365.39613484297
1487,321105.6321753888
1488,230505.2209908402
1489,179943.3242720609
1490,227655.16773504985
1491,194171.29353232333
1492,84817.02204428139
1493,191483.22368634184
1494,286447.5885714131
1495,280560.6956883241
1496,214860.2884925739
1497,170271.02846672744
1498,154931.92333102488
1499,155287.53516057052
1500,156778.855581667
1501,163211.50338289628
1502,150631.89315959188
1503,280999.62703541876
1504,244149.3668964723
1505,222143.71771743023
1506,200650.01867255903
1507,247822.84154019834
1508,199375.26686707177
1509,157338.2314031423
1510,139722.8835631816
1511,153279.12503937015
1512,182036.48770631326
1513,159050.54432542893
1514,145841.25082858463
1515,189044.4802477914
1516,154988.52404285906
1517,154258.0946186322
1518,134172.00148118043
1519,215125.1154628699
1520,130124.48521153873
1521,122610.74528122728
1522,188371.42731659
1523,102064.20543406032
1524,116975.72309335024
1525,114423.85597914629
1526,102243.20672252701
1527,106206.07292329651
1528,144731.75271206588
1529,132576.1905911358
1530,191519.76130239296
1531,119982.2394564116
1532,108207.8260249473
1533,149283.74716764467
1534,130262.57017203404
1535,143414.3988905001
1536,111192.7111407422
1537,64241.85616162669
1538,134054.62000303637
1539,207720.0061723604
1540,92844.45503665619
1541,133284.5978720425
1542,133962.5390301333
1543,149984.2394849141
1544,87977.49081181052
1545,108124.57890878007
1546,135100.45869614513
1547,121774.53006112753
1548,130379.45997969877
1549,110865.38971167772
1550,126756.66904724401
1551,119444.200479407
1552,132188.75897122882
1553,136020.7706864758
1554,119534.58096839832
1555,160145.6113357371
1556,84301.83011164278
1557,94542.07521654078
1558,106485.06013716492
1559,77350.64827547515
1560,136622.1343662554
1561,118118.08678543125
1562,128375.45148894702
1563,118312.77458354803
1564,153305.84163788968
1565,126074.84880153919
1566,231952.25447925046
1567,84025.15513071032
1568,228708.7081639035
1569,113006.64525019165
1570,145023.82075633545
1571,112648.41940492163
1572,137439.77180963164
1573,224569.32238801414
1574,124785.19584789632
1575,230002.9539820961
1576,262530.84248641774
1577,185333.02174481997
1578,141111.96476622502
1579,133336.70769812047
1580,198760.44831043042
1581,161969.91861503816
1582,127967.53897032782
1583,307496.2272882725
1584,218058.72631383708
1585,143754.66218875212
1586,70966.95702327217
1587,107742.47400120649
1588,151752.34465933882
1589,96270.0409784196
1590,135557.914703156
1591,90916.04119347871
1592,107313.90796881376
1593,129921.81387165614
1594,123053.7206755643
1595,105492.18793133688
1596,196132.07271612858
1597,158736.15038581693
1598,198970.9761683428
1599,175994.98011875243
1600,176791.57629830713
1601,72453.35343056997
1602,117399.49471111693
1603,77536.09776837144
1604,270447.91017674055
1605,257071.3058288808
1606,170794.7189767239
1607,183546.3356810246
1608,226440.87931109543
1609,179474.45882318565
1610,145847.68369836218
1611,132866.2896952167
1612,170959.2596075244
1613,169859.8111889747
1614,142365.06410535102
1615,97725.81136095073
1616,82518.09875767404
1617,98002.87205030402
1618,117313.2388254876
1619,141563.6749744077
1620,163493.6319434408
1621,133564.4242933133
1622,151181.12332921635
1623,269035.1636996841
1624,215473.69556325505
1625,115260.75258274736
1626,176283.69656729297
1627,187777.5353043816
1628,274545.4619300631
1629,169340.69307665015
1630,321943.5767767475
1631,215190.28935806738
1632,225102.9500008152
1633,176221.12567915366
1634,189659.3241521538
1635,183140.8672186124
1636,160144.12224748675
1637,217364.13754851295
1638,197997.06889090769
1639,180487.30652244113
1640,259883.9242814226
1641,176483.16598211846
1642,229500.1125153814
1643,214630.5433994564
1644,212592.8039609681
1645,242648.87571721946
1646,170658.85694950752
1647,165918.91741169395
1648,127171.71244421873
1649,148745.44394955438
1650,115890.83173057027
1651,121120.67791673975
1652,110869.85030385792
1653,108056.96202323436
1654,138264.3710421779
1655,142027.5057995937
1656,141423.88564387354
1657,142856.36514897304
1658,141713.13017073422
1659,121993.63990468628
1660,152971.61681182007
1661,458752.3295639771
1662,372384.2751748598
1663,376271.3686594611
1664,514968.8194823136
1665,303658.13986247504
1666,312198.17115101416
1667,354953.3420624979
1668,350120.9525001741
1669,285612.539921136
1670,343893.82944415155
1671,263157.52961415617
1672,437199.01371982973
1673,287257.9048108092
1674,247559.23755794458
1675,187456.75352738576
1676,193389.75651592476
1677,206476.6645595144
1678,459675.9482635115
1679,352176.72802035545
1680,300789.73652688717
1681,232847.01963017852
1682,302555.5884481068
1683,179374.54993373738
1684,179066.44725511587
1685,179002.8032954805
1686,169472.51567245598
1687,176584.3378090186
1688,192545.86804284953
1689,202476.48372731148
1690,211490.16685667686
1691,199447.40240169797
1692,275209.8674060765
1693,176467.95576447182
1694,187018.63399389165
1695,166153.27833676958
1696,278370.0631759084
1697,167853.18698571468
1698,332796.97528953536
1699,313966.16691236245
1700,246209.24031258156
1701,275606.53552990785
1702,253790.63692328797
1703,243527.35740912484
1704,282238.92630132247
1705,247191.50279574777
1706,421536.278133046
1707,201428.86112705866
1708,197824.5810048835
1709,266617.9466168011
1710,217435.5366770528
1711,262947.741681616
1712,243248.71924004322
1713,259741.17346786227
1714,211673.8887182264
1715,205700.61781927958
1716,176042.87429635285
1717,172573.65881337042
1718,130312.713995154
1719,202081.88763832688
1720,240074.1075149453
1721,170212.91504136723
1722,123720.35300706104
1723,162631.1304548779
1724,206024.2622771171
1725,238309.114343335
1726,187649.6153529022
1727,147939.49246095514
1728,190625.2924987524
1729,160904.56120982184
1730,167531.55819527182
1731,126202.22725763667
1732,136149.21401872655
1733,112430.80708493195
1734,124314.80102593586
1735,147230.1637891103
1736,111006.15333272849
1737,296350.93810862757
1738,230581.50013833516
1739,256188.3990229195
1740,202048.28466277596
1741,184062.48917783677
1742,158816.05369302997
1743,173176.18645963096
1744,278726.6422192326
1745,199340.15347358442
1746,203408.31379457892
1747,208687.90860632525
1748,229462.51111156304
1749,152883.3629800711
1750,131710.87356197447
1751,267926.2222978987
1752,118805.81354996267
1753,144143.88983787547
1754,199832.7211109494
1755,169848.47213495104
1756,133444.99723381028
1757,116958.57932627291
1758,152070.14554084232
1759,157978.26602052213
1760,155235.25728157282
1761,142260.80482358043
1762,175870.8097460625
1763,172958.89681621283
1764,108031.22138608091
1765,175013.0063371788
1766,203724.78153922272
1767,245467.86327502955
1768,139426.39844766675
1769,175647.8567298771
1770,163900.8474499139
1771,109052.86523917383
1772,127806.55473403784
1773,122830.4225879147
1774,145404.67999927342
1775,144841.1898103098
1776,128527.77499965492
1777,107620.781438848
1778,141930.32904940227
1779,118156.87897218807
1780,183596.8101026101
1781,122206.69735144169
1782,87473.03998947192
1783,139584.54586078695
1784,110133.35413910932
1785,115023.48279638024
1786,147875.65553069933
1787,169585.16359823328
1788,75593.26956050459
1789,91586.30359879494
1790,70331.5048347516
1791,200751.30728590093
1792,160091.42126004983
1793,135462.73410935822
1794,153721.03050419176
1795,124723.84877825477
1796,132765.22771569484
1797,117394.37956614682
1798,118052.05178456099
1799,100836.2332346891
1800,130904.06376620839
1801,119348.10469901153
1802,141041.51509921267
1803,148512.56644786632
1804,141879.54569900004
1805,141979.55650566219
1806,128053.0872990523
1807,134087.88790578904
1808,122982.34606625837
1809,122112.3749378422
1810,133264.42846328678
1811,104505.32160930816
1812,96246.74096339778
